timestamp,anoms
1476472440,0.29223945679212404
1476473220,0.29295309333156727
1476473880,0.31263453461435636
1476474060,0.3070313296462581
1476474120,0.3409998406046886
1476474180,0.3694805932066434
1476474240,0.40910010550253173
1476474420,0.3151912726300941
1476474540,0.3018112309480781
1476474600,0.3387074532694832
1476474720,0.29469729309348724
1476474780,0.30120605539983236
1476475020,0.37695888645294473
1476475260,0.3105520836347972
1476475320,0.32914928269580473
1476475380,0.34585631924095533
1476475440,0.3631677960087704
1476475500,0.3485042380208452
1476475620,0.30139944685612247
1476475680,0.3373099610073299
1476475740,0.3249762921194575
1476475800,0.33940270659140126
1476475860,0.40283142802924843
1476475920,0.3218904850777567
1476475980,0.3195477277252256
1476476040,0.30715486487300164
1476476100,0.32806724646130647
1476476160,0.29727498797682406
1476476220,0.32535461875412613
1476476280,0.3300309418493718
1476476340,0.35407986816160186
1476476400,0.33531648480463944
1476476460,0.34131456130465454
1476476520,0.28223236802443324
1476476580,0.3424414525914317
1476476640,0.33438188198156454
1476476700,0.31308271747857164
1476476760,0.3027631139981983
1476476820,0.31471220595866595
1476476880,0.3218658515653877
1476476940,0.3010858291508522
1476477000,0.3418234087885998
1476477060,0.31544532870822206
1476477120,0.35290407751287733
1476477180,0.30802255278150265
1476477240,0.31838701131626285
1476477300,0.29825260753190097
1476477360,0.2737492480627199
1476477420,0.3043576743614115
1476477480,0.33347080967616294
1476477540,0.32455127211012497
1476477600,0.3017965243753228
1476477660,0.3018593949802283
1476477720,0.3100171319788887
1476477780,0.2886440669387888
1476477840,0.3096513059317999
1476477900,0.29587381906990096
1476477960,0.3553909592969605
1476478020,0.294909435432201
1476478080,0.30536875137377534
1476478140,0.31816898634549595
1476478200,0.27652327571731944
1476478260,0.32472517735630213
1476478320,0.31919844657538493
1476478380,0.271144346014832
1476478440,0.2934086294832141
1476478500,0.30861963971462747
1476478560,0.34963737960246627
1476478620,0.29077578494308604
1476478680,0.3044709149878586
1476478740,0.3007494162534899
1476478800,0.28017859486480345
1476478860,0.27430331826384263
1476478920,0.2794186326155949
1476478980,0.2792660519040234
1476479100,0.306961105751813
1476479160,0.29175708114082477
1476479220,0.2791774447899453
1476479280,0.32989784735002115
1476479340,0.3024219214634784
1476479400,0.30117958356507857
1476479460,0.29701688759113565
1476479520,0.2511180355546611
1476479580,0.32523292184765956
1476479640,0.2905029779825343
1476479700,0.30941195642853514
1476479760,0.25387919495678235
1476479820,0.27741302348811536
1476479880,0.2561451104572338
1476479940,0.26772800870782204
1476480000,0.2956414551891693
1476480120,0.2562164373442667
1476480240,0.24702960778272373
1476480300,0.27396690536858825
1476480360,0.268278402266283
1476480420,0.24634906103777685
1476480480,0.2965095107625688
1476480540,0.2522684573612195
1476480600,0.33885525434580505
1476480660,0.28054184725971026
1476480720,0.24201098915806252
1476480780,0.25161695610110063
1476480840,0.2599173468738268
1476480900,0.2752629222641851
1476481020,0.2483870246278477
1476481080,0.26455910951919775
1476481140,0.22702609251253697
1476481200,0.22453774006885954
1476481620,0.2294684869092397
1476481740,0.26545768123491165
1476481980,0.24925802151621992
1476482160,0.21704143126993167
1476482280,0.23273775846972486
1476482340,0.22518004972126987
1476482400,0.2313369572277003
1476482760,0.21044994448135074
1476484320,0.22287883844114653
1476486360,0.24804105245787816
1476493200,0.38171278673006714
1476493320,0.3382688296799831
1476493380,0.3402406136852772
1476493500,0.33647573055611585
1476493620,0.3520922745867488
1476493680,0.34083328864594303
1476493740,0.35265663939238384
1476493800,0.3211584653207884
1476493920,0.3725652972557565
1476494280,0.3767603476943986
1476494520,0.3408402742684761
1476494640,0.3808230389592712
1476494760,0.36127138319806945
1476494880,0.3776537721078563
1476494940,0.40218066209681874
1476495000,0.5435402583039486
1476495060,0.4223544059684129
1476495180,0.3906580608031698
1476495240,0.4366418433089527
1476495360,0.39022054020625746
1476495480,0.4345865994918366
1476495600,0.41522171722929035
1476495660,0.43110481792773914
1476495720,0.4264354804529186
1476495780,0.41855275640420125
1476495840,0.3942905847606697
1476495900,0.3928309572191921
1476496140,0.44609817085328407
1476496200,0.3867939082968433
1476496320,0.4873684961617646
1476496440,0.41120314568689953
1476496500,0.42856793378701297
1476496560,0.4392743201841822
1476496620,0.4150967113450605
1476496680,0.4400574452882734
1476496740,0.43159013489401105
1476496920,0.45383015251281483
1476496980,0.4236044648191429
1476497100,0.42071094624325234
1476497280,0.4225088250044772
1476497340,0.4344689468950384
1476497400,0.43331815742358143
1476497460,0.48549708452833135
1476497520,0.4762907687545676
1476497580,0.46326809683962106
1476497640,0.4410207259312777
1476497760,0.39994526273868153
1476497880,0.4321710445947863
1476497940,0.46819479937033287
1476498060,0.427880401419533
1476498120,0.39883859299181434
1476498180,0.4168320871620625
1476498240,0.4774562648008878
1476498300,0.42482511052225436
1476498420,0.45945541734320805
1476498480,0.4827028353317138
1476498540,0.44516062671523654
1476498600,0.39569138600269427
1476498660,0.38089289519092573
1476498780,0.42632150449878226
1476498840,0.41829539134620203
1476498900,0.4496755451539928
1476498960,0.4482012110397598
1476499020,0.39606272701272194
1476499080,0.4120156839407173
1476499140,0.43160116482410454
1476499200,0.4178468408170883
1476499260,0.43038419576576287
1476499320,0.42920766978934916
1476499440,0.39711424710701376
1476499500,0.41968148601336336
1476499560,0.40689411929412117
1476499620,0.4008570703717723
1476499680,0.40914422522712157
1476499740,0.41751226624211085
1476499800,0.4007100046252476
1476499860,0.39846357533701693
1476500040,0.39447809358701447
1476500100,0.3836614078804786
1476500160,0.40658528122620835
1476500280,0.40179093786715814
1476500340,0.3960186072902401
1476500400,0.3828415163413372
1476500460,0.38331948001806954
1476500520,0.43533663480353935
1476500580,0.39906286825742515
1476500700,0.3787861783617882
1476500940,0.4205749104268211
1476501060,0.3766500483829241
1476501120,0.36229606379270884
1476501240,0.36441013390927807
1476501300,0.38534163404279725
1476501360,0.36204127238478373
1476501420,0.39028671979314217
1476501540,0.4010188426931603
1476501600,0.3492090506132625
1476501720,0.36253614862577077
1476501780,0.3734734282440774
1476501960,0.38153998447858567
1476502080,0.32978865103113447
1476502200,0.34837518782694704
1476502260,0.31994039326985896
1476502320,0.3635622998757885
1476502500,0.3281867373804896
1476502680,0.3472777096877885
1476502800,0.3141945345276949
1476502980,0.37712433541910256
1476503100,0.32996696824977056
1476503160,0.3494906815187322
1476503220,0.3084501464409093
1476503580,0.30547941834804043
1476503700,0.2800572656232354
1476503760,0.29419763721725056
1476503880,0.32771759764656727
1476504420,0.2980577454160167
1476504960,0.29996371749932466
1476554640,0.2347827076844367
1476555000,0.5645040299687769
1476555180,0.4567976598373951
1476555240,0.38988333426046023
1476555300,0.5475869523620457
1476555360,0.416298424934453
